NCBI_GeneID_pig	NCBI_GeneID_human	Ensembl_GeneID_pig	Ensembl_GeneID_human	geneName_pig	geneName_human
		ENSSSCG00000032859			
110256137	10743	ENSSSCG00000038164	ENSG00000108557	RAI1	RAI1
		ENSSSCG00000047131			
		ENSSSCG00000049690			
	54596	ENSSSCG00000050831	ENSG00000240563		L1TD1
100498718	406910	ENSSSCG00000019341	ENSG00000208008	ssc-mir-125a	MIR125A
		ENSSSCG00000049841			
		ENSSSCG00000051677			
100152678		ENSSSCG00000025197	ENSG00000258806	OR11H7	OR11H7
100154723	390429	ENSSSCG00000034109	ENSG00000176294		OR4N2
		ENSSSCG00000048253			
100517176	119774	ENSSSCG00000041696	ENSG00000181963		OR52K2
		ENSSSCG00000042195			
		ENSSSCG00000043068			
		ENSSSCG00000046701			
		ENSSSCG00000050213			
104794429	406921	ENSSSCG00000045876	ENSG00000267200	MIR132	MIR132
		ENSSSCG00000046522			
		ENSSSCG00000047685			
		ENSSSCG00000043369			
100156402	149699	ENSSSCG00000007367	ENSG00000124196	GTSF1L	GTSF1L
		ENSSSCG00000014778			
		ENSSSCG00000041108			
100519411	83475	ENSSSCG00000013478	ENSG00000129932	DOHH	DOHH
		ENSSSCG00000051468			
102162648	140290	ENSSSCG00000032403	ENSG00000242220		TCP10L
100312979	5279	ENSSSCG00000015486	ENSG00000135845	PIGC	PIGC
		ENSSSCG00000051476			
		ENSSSCG00000045562			
		ENSSSCG00000050988			
110258851	390433	ENSSSCG00000032880	ENSG00000176253		OR4K13
		ENSSSCG00000029925			
		ENSSSCG00000049389			
		ENSSSCG00000047115			
		ENSSSCG00000040785			
100623235	133690	ENSSSCG00000031959	ENSG00000152611	CAPSL	CAPSL
		ENSSSCG00000046672			
100156186	3248	ENSSSCG00000009699	ENSG00000164120	HPGD	HPGD
100625031	30968	ENSSSCG00000039782	ENSG00000165283	STOML2	STOML2
399539	8802	ENSSSCG00000008247	ENSG00000163541	SUCLG1	SUCLG1
		ENSSSCG00000043160			
		ENSSSCG00000050769			
		ENSSSCG00000042153			
	8997	ENSSSCG00000021656	ENSG00000160145		KALRN
		ENSSSCG00000041447			
		ENSSSCG00000043715			
100515837	3903	ENSSSCG00000034284	ENSG00000167613		LAIR1
		ENSSSCG00000043996			
100498707	406916	ENSSSCG00000019835	ENSG00000207625	ssc-mir-128-2	MIR128-2
		ENSSSCG00000049243			
		ENSSSCG00000048926			
		ENSSSCG00000043800			
100517667	220382	ENSSSCG00000014897	ENSG00000182103	FAM181B	FAM181B
		ENSSSCG00000048265			
100157879	9790	ENSSSCG00000010198	ENSG00000165733	BMS1	BMS1
		ENSSSCG00000047796			
	388428	ENSSSCG00000039849	ENSG00000225180	PVALEF	PVALEF
		ENSSSCG00000050819			
		ENSSSCG00000024146			
		ENSSSCG00000047358			
		ENSSSCG00000045782			
		ENSSSCG00000045433			
		ENSSSCG00000047058			
		ENSSSCG00000044345			
110259743	403244	ENSSSCG00000038092	ENSG00000177151		OR2T35
		ENSSSCG00000051553			
		ENSSSCG00000048415			
100170413	406901	ENSSSCG00000019740	ENSG00000198997	ssc-mir-107	MIR107
		ENSSSCG00000050344			
100627750	23673	ENSSSCG00000024927	ENSG00000117758	STX12	STX12
100511231	151556	ENSSSCG00000015965	ENSG00000163328	GPR155	GPR155
		ENSSSCG00000042465			
100152258	55209	ENSSSCG00000011540	ENSG00000168137	SETD5	SETD5
		ENSSSCG00000045720			
		ENSSSCG00000035785			
100522244	6340	ENSSSCG00000007836	ENSG00000166828	SCNN1G	SCNN1G
		ENSSSCG00000046192			
		ENSSSCG00000043186			
		ENSSSCG00000036071			
		ENSSSCG00000031806			
100498741	442909	ENSSSCG00000033639	ENSG00000199082	ssc-mir-342	MIR342
		ENSSSCG00000047142			
		ENSSSCG00000051370			
		ENSSSCG00000043418			
		ENSSSCG00000048476			
		ENSSSCG00000049911			
		ENSSSCG00000049513			
		ENSSSCG00000041033			
397654	10400	ENSSSCG00000018055	ENSG00000133027		PEMT
397267	10870	ENSSSCG00000002918	ENSG00000126264		HCST
100144417	10432	ENSSSCG00000038008	ENSG00000239306	RBM14	RBM14
100622624	51430	ENSSSCG00000015485	ENSG00000094975	SUCO	SUCO
100621727	114792	ENSSSCG00000027002	ENSG00000186231	KLHL32	KLHL32
		ENSSSCG00000034837			
		ENSSSCG00000049629	ENSG00000284638		
		ENSSSCG00000041591			
100316565	406931	ENSSSCG00000018907	ENSG00000272036	MIR139	MIR139
		ENSSSCG00000048788			
		ENSSSCG00000042562			
		ENSSSCG00000050134			
		ENSSSCG00000049033			
		ENSSSCG00000050899			
		ENSSSCG00000044398			
		ENSSSCG00000049722			
	1235	ENSSSCG00000024562	ENSG00000112486	CCR6	CCR6
104796624	407003	ENSSSCG00000027037	ENSG00000284185	MIR219B	MIR219A2
		ENSSSCG00000038894			
		ENSSSCG00000035137			
100514906	4898	ENSSSCG00000003870	ENSG00000078618	NRDC	NRDC
397645	6303	ENSSSCG00000012173	ENSG00000130066	SAT1	SAT1
102160867	170691	ENSSSCG00000038452	ENSG00000140470	ADAMTS17	ADAMTS17
100154966	119559	ENSSSCG00000010681	ENSG00000183605	SFXN4	SFXN4
100517250	51667	ENSSSCG00000016438	ENSG00000013374	NUB1	NUB1
100627757	9625	ENSSSCG00000017141	ENSG00000181409	AATK	AATK
		ENSSSCG00000047209			
110259736	127077	ENSSSCG00000045400	ENSG00000279301		OR2T11
		ENSSSCG00000014779			
		ENSSSCG00000036459			
		ENSSSCG00000048060			
		ENSSSCG00000043502			
		ENSSSCG00000049114			
		ENSSSCG00000045210			
		ENSSSCG00000042895			
		ENSSSCG00000050761			
		ENSSSCG00000038531			
		ENSSSCG00000041160			
		ENSSSCG00000050336			
		ENSSSCG00000044772			
106504154	6736	ENSSSCG00000037088	ENSG00000184895		SRY
	406905	ENSSSCG00000029537	ENSG00000284453	MIR1-2	MIR1-2
		ENSSSCG00000034196			
110255380	119678	ENSSSCG00000046802	ENSG00000176787		OR52E2
		ENSSSCG00000046086			
		ENSSSCG00000045282			
		ENSSSCG00000043565			
		ENSSSCG00000042525			
		ENSSSCG00000033574			
		ENSSSCG00000042424			
100737370	284422	ENSSSCG00000038067	ENSG00000095932		SMIM24
100625942	683	ENSSSCG00000028359	ENSG00000109743	BST1	BST1
		ENSSSCG00000047622			
		ENSSSCG00000024353			
		ENSSSCG00000048962			
		ENSSSCG00000006899			
		ENSSSCG00000050091			
		ENSSSCG00000041737			
100514993	92255	ENSSSCG00000016834	ENSG00000164187	LMBRD2	LMBRD2
		ENSSSCG00000041215			
		ENSSSCG00000046065			
		ENSSSCG00000048271			
		ENSSSCG00000047755			
		ENSSSCG00000045249			
		ENSSSCG00000042590			
	101059915	ENSSSCG00000039596	ENSG00000283599		
		ENSSSCG00000047150			
		ENSSSCG00000044708			
		ENSSSCG00000042727			
		ENSSSCG00000051681			
		ENSSSCG00000037426			
100624931	80256	ENSSSCG00000005301	ENSG00000005238	FAM214B	FAM214B
100627843	5511	ENSSSCG00000021634	ENSG00000117751	PPP1R8	PPP1R8
100521140	119678	ENSSSCG00000051229	ENSG00000176787		OR52E2
		ENSSSCG00000019322	ENSG00000252425		
		ENSSSCG00000037462			
		ENSSSCG00000042671			
100525271	63035	ENSSSCG00000012655	ENSG00000085185	BCORL1	BCORL1
		ENSSSCG00000045063			
		ENSSSCG00000022377	ENSG00000253021	U6	RNU6-902P
100156028	55857	ENSSSCG00000007108	ENSG00000088970	KIZ	KIZ
		ENSSSCG00000051444			
100144619	142683	ENSSSCG00000025885	ENSG00000158764	ITLN2	ITLN2
		ENSSSCG00000039565			
		ENSSSCG00000032945			
		ENSSSCG00000021167			
		ENSSSCG00000045866			
		ENSSSCG00000044907			
		ENSSSCG00000046432			
		ENSSSCG00000041354			
		ENSSSCG00000043029			
		ENSSSCG00000042142			
102162297	57478	ENSSSCG00000030424	ENSG00000103404	USP31	USP31
100525438	79135	ENSSSCG00000012174	ENSG00000184831	APOO	APOO
100622675	116986	ENSSSCG00000038732	ENSG00000135439	AGAP2	AGAP2
		ENSSSCG00000042378			
		ENSSSCG00000018455	ENSG00000206835	U1	RNU1-74P
		ENSSSCG00000041878			
		ENSSSCG00000031978			
		ENSSSCG00000051227			
		ENSSSCG00000046538			
		ENSSSCG00000048479			
		ENSSSCG00000042123			
		ENSSSCG00000049915			
		ENSSSCG00000034592			
		ENSSSCG00000031678			
		ENSSSCG00000043352			
		ENSSSCG00000048166			
		ENSSSCG00000045966			
100513228	10458	ENSSSCG00000017142	ENSG00000175866	BAIAP2	BAIAP2
		ENSSSCG00000049735			
100512681	55090	ENSSSCG00000018053	ENSG00000141026	MED9	MED9
		ENSSSCG00000049566			
		ENSSSCG00000047541			
		ENSSSCG00000028716			
		ENSSSCG00000049225			
		ENSSSCG00000047700			
		ENSSSCG00000043947			
		ENSSSCG00000041526			
		ENSSSCG00000042251			
		ENSSSCG00000044622			
		ENSSSCG00000050176			
		ENSSSCG00000049213			
100521999	6604	ENSSSCG00000016435	ENSG00000082014	SMARCD3	SMARCD3
		ENSSSCG00000043339			
414913	9973	ENSSSCG00000012934	ENSG00000173992	CCS	CCS
100622337	5128	ENSSSCG00000028182	ENSG00000059758	CDK17	CDK17
110256874	80817	ENSSSCG00000032475	ENSG00000164118	CEP44	CEP44
100154143	10935	ENSSSCG00000010682	ENSG00000165672	PRDX3	PRDX3
		ENSSSCG00000042974			
		ENSSSCG00000041738			
		ENSSSCG00000043500			
		ENSSSCG00000021146			
		ENSSSCG00000046154			
		ENSSSCG00000044114			
		ENSSSCG00000027405	ENSG00000222328	U2	RNU2-2P
		ENSSSCG00000047275			
100153548	11116	ENSSSCG00000004023	ENSG00000213066	CEP43	CEP43
		ENSSSCG00000050877			
		ENSSSCG00000048416			
		ENSSSCG00000049943			
		ENSSSCG00000050564			
100512496	51655	ENSSSCG00000034044	ENSG00000108551	RASD1	RASD1
		ENSSSCG00000039286			
		ENSSSCG00000047147			
100156766	26683	ENSSSCG00000042220	ENSG00000230178		OR4F3
396726	356	ENSSSCG00000022226	ENSG00000117560	FASLG	FASLG
		ENSSSCG00000043226			
		ENSSSCG00000029549	ENSG00000278527	SNORD22	SNORD22
100514466	9473	ENSSSCG00000003584	ENSG00000130775	THEMIS2	THEMIS2
		ENSSSCG00000008483			
		ENSSSCG00000046408			
		ENSSSCG00000051096			
		ENSSSCG00000043555			
100157892	2304	ENSSSCG00000005369	ENSG00000178919	FOXE1	FOXE1
100513056	253714	ENSSSCG00000004344	ENSG00000146263	MMS22L	MMS22L
		ENSSSCG00000044775			
	109616978	ENSSSCG00000027032	ENSG00000201847	SNORD31	SNORD31B
100739522	10335	ENSSSCG00000020720	ENSG00000072952	IRAG1	IRAG1
		ENSSSCG00000049578			
		ENSSSCG00000045821			
		ENSSSCG00000043489			
100517201	22803	ENSSSCG00000007109	ENSG00000088930	XRN2	XRN2
		ENSSSCG00000050972			
		ENSSSCG00000039891			
		ENSSSCG00000026212			
		ENSSSCG00000051353			
100511702	952	ENSSSCG00000008742	ENSG00000004468	CD38	CD38
100513046	56953	ENSSSCG00000018052	ENSG00000205309	NT5M	NT5M
		ENSSSCG00000049594			
		ENSSSCG00000025687			
		ENSSSCG00000027348			
		ENSSSCG00000051175			
	9304	ENSSSCG00000025513	ENSG00000277194	SNORD22	SNORD22
100737330	4782	ENSSSCG00000036537	ENSG00000141905	NFIC	NFIC
		ENSSSCG00000051481			
		ENSSSCG00000050757			
		ENSSSCG00000048848			
		ENSSSCG00000002045			
	9299	ENSSSCG00000023669	ENSG00000277846	SNORD30	SNORD30
		ENSSSCG00000048392			
		ENSSSCG00000049812			
		ENSSSCG00000050642			
		ENSSSCG00000048984			
100524441	84807	ENSSSCG00000002917	ENSG00000167604	NFKBID	NFKBID
100155053	5979	ENSSSCG00000010199	ENSG00000165731	RET	RET
	9302	ENSSSCG00000026837	ENSG00000276788	SNORD26	SNORD26
		ENSSSCG00000047319			
		ENSSSCG00000046810			
100517800	83740	ENSSSCG00000034475	ENSG00000277745		H2AB3
		ENSSSCG00000047579			
		ENSSSCG00000047085			
	9300	ENSSSCG00000029095	ENSG00000274544	SNORD28	SNORD28
		ENSSSCG00000041236			
		ENSSSCG00000047313			
		ENSSSCG00000044098			
		ENSSSCG00000042949			
100517628	474384	ENSSSCG00000031635	ENSG00000277150		F8A3
		ENSSSCG00000043231			
100154075	3467	ENSSSCG00000040054	ENSG00000177047	IFN-OMEGA-7	IFNW1
		ENSSSCG00000048295			
		ENSSSCG00000045070			
	9301	ENSSSCG00000028290	ENSG00000275996	SNORD27	SNORD27
		ENSSSCG00000034275			
100516458	8995	ENSSSCG00000015487	ENSG00000120337	TNFSF18	TNFSF18
		ENSSSCG00000044126			
		ENSSSCG00000051260			
		ENSSSCG00000046875			
		ENSSSCG00000041298			
		ENSSSCG00000049109			
		ENSSSCG00000036983	ENSG00000211896		IGHG1
	692158	ENSSSCG00000025282	ENSG00000206597	SNORA57	SNORA57
		ENSSSCG00000050113			
		ENSSSCG00000047163			
100515849	342850	ENSSSCG00000011068	ENSG00000181626		ANKRD62
100514295	6118	ENSSSCG00000003583	ENSG00000117748	RPA2	RPA2
100157883	375323	ENSSSCG00000011543	ENSG00000156959	LHFPL4	LHFPL4
100520004	8722	ENSSSCG00000038918	ENSG00000174080	CTSF	CTSF
100512312	8533	ENSSSCG00000018051	ENSG00000141030	COPS3	COPS3
100516833	26269	ENSSSCG00000009702	ENSG00000164117	FBXO8	FBXO8
		ENSSSCG00000042736			
		ENSSSCG00000051310			
		ENSSSCG00000036370			
		ENSSSCG00000043254			
		ENSSSCG00000046383			
		ENSSSCG00000049751			
		ENSSSCG00000050953			
100621404	10497	ENSSSCG00000005305	ENSG00000198722	UNC13B	UNC13B
		ENSSSCG00000035303			
		ENSSSCG00000044866			
	54596	ENSSSCG00000042565	ENSG00000240563		L1TD1
		ENSSSCG00000046059			
		ENSSSCG00000048261			
		ENSSSCG00000028693			
		ENSSSCG00000050967			
100522426	9956	ENSSSCG00000036475	ENSG00000122254	HS3ST2	HS3ST2
		ENSSSCG00000048550			
		ENSSSCG00000049019			
		ENSSSCG00000043661			
100523880	2000	ENSSSCG00000012656	ENSG00000102034	ELF4	ELF4
		ENSSSCG00000020392	ENSG00000202159	U6	RNU6-742P
100523076	81061	ENSSSCG00000002608	ENSG00000130538		OR11H1
100127456	3804	ENSSSCG00000033933	ENSG00000243772		KIR2DL3
		ENSSSCG00000042371			
		ENSSSCG00000042887			
		ENSSSCG00000042320			
		ENSSSCG00000051502			
		ENSSSCG00000048759			
		ENSSSCG00000045933			
		ENSSSCG00000043495			
		ENSSSCG00000046717			
		ENSSSCG00000041049			
		ENSSSCG00000018534			
		ENSSSCG00000048004			
100514847	2709	ENSSSCG00000003585	ENSG00000189280	GJB5	GJB5
		ENSSSCG00000045556			
		ENSSSCG00000047392			
100625976	9177	ENSSSCG00000015053	ENSG00000149305	HTR3B	HTR3B
		ENSSSCG00000041769			
		ENSSSCG00000044035			
		ENSSSCG00000036184	ENSG00000207227	U6	RNU6-900P
100622445	2004	ENSSSCG00000023803	ENSG00000111145	ELK3	ELK3
		ENSSSCG00000048383			
		ENSSSCG00000045181			
		ENSSSCG00000045257			
		ENSSSCG00000043362			
100152937	2869	ENSSSCG00000010683	ENSG00000198873	GRK5	GRK5
		ENSSSCG00000046099			
	54480	ENSSSCG00000016436	ENSG00000033100	CHPF2	CHPF2
		ENSSSCG00000051122			
		ENSSSCG00000043526			
		ENSSSCG00000048900			
		ENSSSCG00000048434			
		ENSSSCG00000020314			
		ENSSSCG00000045045			
110258970	347169	ENSSSCG00000037836	ENSG00000280094	OR1B1	OR1B1
		ENSSSCG00000043620			
		ENSSSCG00000046823			
		ENSSSCG00000045245			
		ENSSSCG00000049766			
100737744	401667	ENSSSCG00000014746	ENSG00000205496		OR51A2
396587	1134	ENSSSCG00000015969	ENSG00000138435	CHRNA1	CHRNA1
100152265	204219	ENSSSCG00000004819	ENSG00000154227	CERS3	CERS3
		ENSSSCG00000044207			
		ENSSSCG00000046040			
		ENSSSCG00000031900			
100144539	2204	ENSSSCG00000003284	ENSG00000186431	FCAR	FCAR
		ENSSSCG00000050848			
		ENSSSCG00000036158			
		ENSSSCG00000049870			
		ENSSSCG00000041860			
		ENSSSCG00000037586			
100157985		ENSSSCG00000004024	ENSG00000249141		
		ENSSSCG00000048614			
		ENSSSCG00000045507			
		ENSSSCG00000043681			
		ENSSSCG00000034005			
100359353	152015	ENSSSCG00000028717	ENSG00000114547		ROPN1B
		ENSSSCG00000050860			
100523173	146183	ENSSSCG00000007838	ENSG00000155719	OTOA	OTOA
		ENSSSCG00000030438			
100329128	6502	ENSSSCG00000016835	ENSG00000145604	SKP2	SKP2
		ENSSSCG00000037917	ENSG00000207399	U6	RNU6-1011P
		ENSSSCG00000045116			
		ENSSSCG00000051270			
100524508		ENSSSCG00000048781	ENSG00000182652		OR4Q3
		ENSSSCG00000049603			
		ENSSSCG00000051016			
100153751	9464	ENSSSCG00000031537	ENSG00000164107	HAND2	HAND2
110258959	26735	ENSSSCG00000043935	ENSG00000171481		OR1L3
100522910	10061	ENSSSCG00000016441	ENSG00000033050		ABCF2
		ENSSSCG00000045601	ENSG00000199370	U3	U3
100519143	7813	ENSSSCG00000006901	ENSG00000067208	EVI5	EVI5
100511886	9982	ENSSSCG00000008741	ENSG00000137440	FGFBP1	FGFBP1
574053	7292	ENSSSCG00000015488	ENSG00000117586	TNFSF4	TNFSF4
100157878	55454	ENSSSCG00000010200	ENSG00000169826	CSGALNACT2	CSGALNACT2
		ENSSSCG00000042732			
		ENSSSCG00000021577	ENSG00000207042	U6	RNU6-196P
		ENSSSCG00000041551			
		ENSSSCG00000032516			
		ENSSSCG00000046011			
	54596	ENSSSCG00000050856	ENSG00000240563		L1TD1
		ENSSSCG00000034467			
		ENSSSCG00000051526			
		ENSSSCG00000044988			
		ENSSSCG00000047169			
		ENSSSCG00000042559			
		ENSSSCG00000033571			
		ENSSSCG00000045332			
100625131	3359	ENSSSCG00000024497	ENSG00000166736	HTR3A	HTR3A
100152236	64419	ENSSSCG00000011546	ENSG00000163719	MTMR14	MTMR14
		ENSSSCG00000048961			
110260412	340371	ENSSSCG00000038025	ENSG00000185189	NRBP2	NRBP2
110259754	26538	ENSSSCG00000036596	ENSG00000171942		OR10H2
		ENSSSCG00000044812			
100141419	9437	ENSSSCG00000022675	ENSG00000189430	NCR1	NCR1
100154219	4048	ENSSSCG00000000891	ENSG00000111144	LTA4H	LTA4H
100624069	1101	ENSSSCG00000017569	ENSG00000136457	CHAD	CHAD
100511425	254158	ENSSSCG00000012175	ENSG00000165182	CXorf58	CXorf58
100519531	89	ENSSSCG00000038323	ENSG00000248746	ACTN3	ACTN3
100521465	54790	ENSSSCG00000009157	ENSG00000168769	TET2	TET2
		ENSSSCG00000014747			
		ENSSSCG00000048764			
	26219	ENSSSCG00000034489	ENSG00000239590		OR1J4
		ENSSSCG00000045403			
		ENSSSCG00000049148			
100154247	55180	ENSSSCG00000004820	ENSG00000140471	LINS1	LINS1
		ENSSSCG00000044368			
		ENSSSCG00000049873			
		ENSSSCG00000048036			
		ENSSSCG00000045449			
102158293	644524	ENSSSCG00000007110	ENSG00000125816	NKX2-4	NKX2-4
		ENSSSCG00000042694			
106508718	11341	ENSSSCG00000032048	ENSG00000164106	SCRG1	SCRG1
		ENSSSCG00000049840			
		ENSSSCG00000050643			
		ENSSSCG00000050532			
		ENSSSCG00000042329			
100514659	116173	ENSSSCG00000002028	ENSG00000166091	CMTM5	CMTM5
		ENSSSCG00000035797			
		ENSSSCG00000047998			
		ENSSSCG00000047141			
		ENSSSCG00000020369			
		ENSSSCG00000050621			
		ENSSSCG00000045098			
		ENSSSCG00000045748			
100513042	55316	ENSSSCG00000017567	ENSG00000136444	RSAD1	RSAD1
		ENSSSCG00000048584			
100626520	4821	ENSSSCG00000040017	ENSG00000125820	NKX2-2	NKX2-2
100514109	27293	ENSSSCG00000003582	ENSG00000130768	SMPDL3B	SMPDL3B
		ENSSSCG00000045292			
100620430	8819	ENSSSCG00000030118	ENSG00000164105	SAP30	SAP30
		ENSSSCG00000035330	ENSG00000251985	U6	RNU6-1161P
		ENSSSCG00000036880			
		ENSSSCG00000047714			
106507488	390326	ENSSSCG00000033458	ENSG00000185821		OR6C76
		ENSSSCG00000050030			
		ENSSSCG00000043037			
100511336	8842	ENSSSCG00000008745	ENSG00000007062	PROM1	PROM1
	54596	ENSSSCG00000043076	ENSG00000240563		L1TD1
		ENSSSCG00000026858			
		ENSSSCG00000029103			
100154719	341416	ENSSSCG00000045110	ENSG00000179695	OR6C2	OR6C2
		ENSSSCG00000049955			
100625259	64770	ENSSSCG00000025349	ENSG00000175455	CCDC14	CCDC14
		ENSSSCG00000051035			
		ENSSSCG00000044376			
		ENSSSCG00000049781			
		ENSSSCG00000043910			
		ENSSSCG00000040613	ENSG00000252395	U6	RNU6-1007P
		ENSSSCG00000051001			
		ENSSSCG00000044910			
100622365	6302	ENSSSCG00000036731	ENSG00000135452	TSPAN31	TSPAN31
100152132	3467	ENSSSCG00000031850	ENSG00000177047	IFN-OMEGA-3	IFNW1
100625290	7704	ENSSSCG00000030095	ENSG00000109906	ZBTB16	ZBTB16
		ENSSSCG00000042763			
		ENSSSCG00000040849	ENSG00000211899		IGHM
100739820	5075	ENSSSCG00000007112	ENSG00000125813	PAX1	PAX1
		ENSSSCG00000042504			
		ENSSSCG00000019550	ENSG00000207183	U6	RNU6-843P
100156683	221002	ENSSSCG00000010201	ENSG00000198915	RASGEF1A	RASGEF1A
397405	7305	ENSSSCG00000002919	ENSG00000011600	TYROBP	TYROBP
		ENSSSCG00000048575			
		ENSSSCG00000019784			
		ENSSSCG00000008250			
		ENSSSCG00000044647			
		ENSSSCG00000039361			
100524309	26045	ENSSSCG00000034989	ENSG00000146006	LRRTM2	LRRTM2
100523238	81392	ENSSSCG00000031411	ENSG00000244623		OR2AE1
		ENSSSCG00000048108			
		ENSSSCG00000042377			
		ENSSSCG00000019045	ENSG00000283666	U6	U6
	391003	ENSSSCG00000044717	ENSG00000279804		PRAMEF18
		ENSSSCG00000046186			
100524062	9131	ENSSSCG00000012657	ENSG00000156709	AIFM1	AIFM1
		ENSSSCG00000022054			
494018	4157	ENSSSCG00000020924	ENSG00000258839	MC1R	MC1R
		ENSSSCG00000020565			
		ENSSSCG00000003286			
100628086	51108	ENSSSCG00000030373	ENSG00000197006	METTL9	METTL9
		ENSSSCG00000033179			
397130	3148	ENSSSCG00000009704	ENSG00000164104	HMGB2	HMGB2
		ENSSSCG00000051083			
		ENSSSCG00000051542			
		ENSSSCG00000037379			
		ENSSSCG00000036463			
		ENSSSCG00000044928			
		ENSSSCG00000051751			
100513828	3170	ENSSSCG00000007114	ENSG00000125798	FOXA2	FOXA2
100512857	79643	ENSSSCG00000017140	ENSG00000176108	CHMP6	CHMP6
		ENSSSCG00000044268			
		ENSSSCG00000045803			
		ENSSSCG00000018415	ENSG00000207338	U6	RNU6-296P
100620351	403277	ENSSSCG00000050417	ENSG00000206536		OR5K3
100154617	3034	ENSSSCG00000000892	ENSG00000084110	HAL	HAL
100525794	80311	ENSSSCG00000027652	ENSG00000174010	KLHL15	KLHL15
102160938	114483833	ENSSSCG00000049336	ENSG00000285480	H2BE1	H2BE1
		ENSSSCG00000043826			
100513622	84073	ENSSSCG00000017563	ENSG00000136449	MYCBPAP	MYCBPAP
		ENSSSCG00000019576	ENSG00000277374	U1	U1
		ENSSSCG00000044729			
		ENSSSCG00000048256			
		ENSSSCG00000040424			
		ENSSSCG00000043031			
		ENSSSCG00000047653			
		ENSSSCG00000031297	ENSG00000274607	U6	RNU6-866P
		ENSSSCG00000047228			
100144485	4837	ENSSSCG00000015054	ENSG00000166741	NNMT	NNMT
		ENSSSCG00000042795			
399538	9588	ENSSSCG00000022742	ENSG00000117592	PRDX6	PRDX6
100626868	64374	ENSSSCG00000024189	ENSG00000120725	SIL1	SIL1
100519936	140460	ENSSSCG00000004821	ENSG00000183475	ASB7	ASB7
100739528	286365	ENSSSCG00000005420	ENSG00000179055		OR13D1
	54596	ENSSSCG00000047822	ENSG00000240563		L1TD1
		ENSSSCG00000050681			
		ENSSSCG00000045811			
		ENSSSCG00000045624			
		ENSSSCG00000048533			
100513051	1123	ENSSSCG00000022345	ENSG00000128656		CHN1
		ENSSSCG00000040116	ENSG00000222202	U4	RNU4-26P
		ENSSSCG00000043114			
		ENSSSCG00000050107			
		ENSSSCG00000043527			
100525652	119682	ENSSSCG00000014748	ENSG00000176798	OR51L1	OR51L1
		ENSSSCG00000042966			
		ENSSSCG00000045992			
		ENSSSCG00000043813			
100518716	60680	ENSSSCG00000013476	ENSG00000161082	CELF5	CELF5
		ENSSSCG00000048654			
		ENSSSCG00000020269			
		ENSSSCG00000036510			
100513931	55113	ENSSSCG00000030623	ENSG00000158156	XKR8	XKR8
100515177	133686	ENSSSCG00000016836	ENSG00000152620	NADK2	NADK2
	26529	ENSSSCG00000042183	ENSG00000280236		OR12D2
		ENSSSCG00000049182			
		ENSSSCG00000050074			
		ENSSSCG00000021156			
		ENSSSCG00000042507			
		ENSSSCG00000048789			
		ENSSSCG00000048321			
	11337	ENSSSCG00000004396	ENSG00000170296		GABARAP
		ENSSSCG00000047203			
100739366	392843	ENSSSCG00000025737	ENSG00000278685	IQCA1L	IQCA1L
100521810	80319	ENSSSCG00000025621	ENSG00000168772	CXXC4	CXXC4
		ENSSSCG00000044133			
100737816	401667	ENSSSCG00000043015	ENSG00000205496		OR51A2
		ENSSSCG00000001256			
100154041	64806	ENSSSCG00000028427	ENSG00000166090	IL25	IL25
100144492	1019	ENSSSCG00000025092	ENSG00000135446	CDK4	CDK4
		ENSSSCG00000043531			
		ENSSSCG00000049862			
100627993	10261	ENSSSCG00000027967	ENSG00000140749	IGSF6	IGSF6
110256140	201163	ENSSSCG00000038715	ENSG00000154803	FLCN	FLCN
		ENSSSCG00000045322			
		ENSSSCG00000038118			
		ENSSSCG00000050299			
		ENSSSCG00000038358			
		ENSSSCG00000047777			
		ENSSSCG00000041947			
100152559	6001	ENSSSCG00000039838	ENSG00000148908	RGS10	RGS10
100624136	284525	ENSSSCG00000015489	ENSG00000162753	SLC9C2	SLC9C2
		ENSSSCG00000033723			
100155660	22918	ENSSSCG00000007116	ENSG00000125810	CD93	CD93
		ENSSSCG00000045685			
		ENSSSCG00000034417			
		ENSSSCG00000048861			
		ENSSSCG00000047321			
100155964	390323	ENSSSCG00000036827	ENSG00000187857		OR6C75
		ENSSSCG00000048810			
		ENSSSCG00000003278			
		ENSSSCG00000048180	ENSG00000278234	U2	U2
100737860	55040	ENSSSCG00000027226	ENSG00000049283	EPN3	EPN3
110260678	390321	ENSSSCG00000000327	ENSG00000205330		OR6C1
		ENSSSCG00000043973			
100521552	92979	ENSSSCG00000033013	ENSG00000139266	MARCHF9	MARCHF9
		ENSSSCG00000049672			
100525970	1968	ENSSSCG00000029857	ENSG00000130741		EIF2S3
		ENSSSCG00000045931			
		ENSSSCG00000042668			
		ENSSSCG00000048943			
		ENSSSCG00000019055			
		ENSSSCG00000041870			
100153635	51744	ENSSSCG00000006374	ENSG00000122223	CD244	CD244
		ENSSSCG00000033428			
		ENSSSCG00000048750			
		ENSSSCG00000041103			
		ENSSSCG00000038368	ENSG00000207307	U6	RNU6-145P
		ENSSSCG00000044870			
		ENSSSCG00000041545			
		ENSSSCG00000051125			
		ENSSSCG00000049364			
		ENSSSCG00000049103			
		ENSSSCG00000049410			
		ENSSSCG00000051171			
		ENSSSCG00000042205			
		ENSSSCG00000050805			
		ENSSSCG00000043921			
		ENSSSCG00000047062			
		ENSSSCG00000041781			
		ENSSSCG00000031444			
